URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,COMPLEX WORD COUNT,SYLLABLE PER WORD,AVG WORD LENGTH,WORD COUNT,PERSONAL PRONOUNS
1,https://timesofindia.indiatimes.com/blogs/toi-editorials/manipur-flashpoint-its-insurgency-and-a-volatile-border-continue-to-impose-a-toll-on-security-forces-and-local-people/,3,14,-0.6470587854671302,0.055921052447628114,26.833333333333332,0.29958677685950413,35.827126436781604,145,2.020703933747412,5.908902691511387,304,0
2,https://timesofindia.indiatimes.com/blogs/toi-editorials/hot-and-coal-cop26-wraps-up-short-of-climate-target-but-high-on-blame-games/,4,12,-0.4999999687500019,0.0490797544506756,28.047619047619047,0.2457627118644068,45.64991789819376,145,1.833616298811545,5.34804753820034,326,12
3,https://timesofindia.indiatimes.com/blogs/voices/lets-usher-in-a-new-dawn-of-tribal-welfare-madhya-pradesh-chief-minister-marks-the-birth-anniversary-of-birsa-munda/,3,7,-0.39999996000000404,0.047846889723220626,25.153846153846153,0.35060975609756095,28.697257525083614,115,2.1223241590214066,6.165137614678899,209,3
4,https://timesofindia.indiatimes.com/blogs/bloody-mary/neither-air-nor-there-rising-pollution-levels-are-causing-worries-what-can-we-do-about-the-foul-air-in-our-lives-a-conversation-that-wasnt/,2,7,-0.5555554938271674,0.059999999600000006,26.88888888888889,0.30864197530864196,34.848000000000006,75,2.0785123966942147,6.181818181818182,150,8
5,https://timesofindia.indiatimes.com/blogs/toi-edit-page/peace-and-prosperity-the-jain-munis-way/,10,16,-0.23076922189349144,0.065491183714128,20.6,0.2756232686980609,29.89587939698493,199,1.9056865464632455,5.454923717059639,397,6
